D_TOTAL_LOAD,C:\DATALOG.QCM9_271118_SLOWDOWN_TTDS.CONF0.RES0.Global_Variables.DL0000732
D_TROLLEY_POSITION,C:\DATALOG.QCM9_271118_SLOWDOWN_TTDS.CONF0.RES0.Global_Variables.DL0001500
D_HOIST_POSITION,C:\DATALOG.QCM9_271118_SLOWDOWN_TTDS.CONF0.RES0.Global_Variables.DL0001400
